'Level of description','Identifier','Title','Date','Description','Format','Rights','Contributor','Collection identifier','Collection title','Published online?',MulMultiMediaRefLocal_1,URL
Sub-item,2008.0045.00806,New South Wales rural service stations [3 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.60,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9577,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00806
Sub-item,2008.0045.00808,New South Wales rural service stations [5 of many],1949-1950,Previous Control Number: PA 200 Inscriptions: 226.64,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9580,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00808
Sub-item,2008.0045.00837,Photographs of Shell tank trucks and other vehicles servicing New South Wales [26 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: A136,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9597,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00837
Sub-item,2008.0045.00838,Photographs of Shell tank trucks and other vehicles servicing New South Wales [27 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S313,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9598,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00838
Sub-item,2008.0045.00839,Photographs of Shell tank trucks and other vehicles servicing New South Wales [28 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S413,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9599,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00839
Sub-item,2008.0045.00842,Photographs of Shell tank trucks and other vehicles servicing New South Wales [31 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S394,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9604,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00842
Sub-item,2008.0045.00843,Photographs of Shell tank trucks and other vehicles servicing New South Wales [32 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S455,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9605,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00843
Sub-item,2008.0045.00844,Photographs of Shell tank trucks and other vehicles servicing New South Wales [33 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S465,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9606,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00844
Sub-item,2008.0045.00849,Photographs of Shell tank trucks and other vehicles servicing New South Wales [38 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S267,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9615,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00849
Sub-item,2008.0045.00852,Photographs of Shell tank trucks and other vehicles servicing New South Wales [41 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S454,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9620,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00852
Sub-item,2008.0045.00853,Photographs of Shell tank trucks and other vehicles servicing New South Wales [42 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S242,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9621,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00853
Sub-item,2008.0045.00854,Photographs of Shell tank trucks and other vehicles servicing New South Wales [43 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S404,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9622,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00854
Sub-item,2008.0045.00855,Photographs of Shell tank trucks and other vehicles servicing New South Wales [44 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S464,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9623,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00855
Sub-item,2008.0045.00856,Photographs of Shell tank trucks and other vehicles servicing New South Wales [45 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S396,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9624,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00856
Sub-item,2008.0045.00857,Photographs of Shell tank trucks and other vehicles servicing New South Wales [46 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S648,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9625,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00857
Sub-item,2008.0045.00858,Photographs of Shell tank trucks and other vehicles servicing New South Wales [47 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S453,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9627,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00858
Sub-item,2008.0045.00859,Photographs of Shell tank trucks and other vehicles servicing New South Wales [48 of many],c.1907-1980,Previous Control Number:  ID 277 Inscriptions: S839,,This image is provided for research purposes and must not be reproduced without prior permission of University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au,,2008.0045,Shell Historical Archive,Yes,9628,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=2008.0045.00859
